,lokasi,harga,kamar,luas_bangunan,luas_lahan,longitude,latitude
2062,Semarang,401000000.0,2,36,80,110.4229104,-6.9903987999999995
2064,Pamularsih,775000000.0,3,83,79,110.3984635,-6.9941508
2065,Tembalang,575000000.0,2,60,90,110.45952907126915,-7.04583375
2066,Tembalang,320000000.0,2,36,60,110.45952907126915,-7.04583375
2069,Kembangarum,1000000000.0,3,233,233,110.3743815,-6.9959484
2070,Banyumanik,1550000000.0,2,70,144,110.42012735052951,-7.06802325
2071,Semarang,1400000000.0,4,190,211,110.4229104,-6.9903987999999995
2072,Sambiroto,1490000000.0,3,180,90,110.45565500000001,-7.0324677
2073,Banyumanik,1900000000.0,2,70,238,110.42012735052951,-7.06802325
2074,Tembalang,950000000.0,4,150,180,110.45952907126915,-7.04583375
2081,Tembalang,600000000.0,3,70,128,110.45952907126915,-7.04583375
2082,Banyumanik,525000000.0,3,68,70,110.42012735052951,-7.06802325
2083,Ngemplak,1070000000.0,4,115,96,110.39130136522728,-7.0045617500000015
2088,Tembalang,1200000000.0,4,200,187,110.45952907126915,-7.04583375
2091,Ngaliyan,1250000000.0,3,120,186,110.32811600554784,-6.99605755
2092,Semarang,1000000000.0,5,200,140,110.4229104,-6.9903987999999995
2093,Pedurungan,598000000.0,3,63,72,110.4738378,-7.0027211
2096,Gajahmungkur,2000000000.0,3,150,95,110.41821085,-7.016690199999998
2097,Semarang,550000000.0,1,32,72,110.4229104,-6.9903987999999995
2099,Tlogosari,495000000.0,2,60,118,110.4706497,-6.9874018
2100,Semarang,525000000.0,2,90,92,110.4229104,-6.9903987999999995
2101,Semarang,950000000.0,4,120,120,110.4229104,-6.9903987999999995
2103,Semarang,1800000000.0,4,220,96,110.4229104,-6.9903987999999995
2105,Banyumanik,304500000.0,2,42,64,110.42012735052951,-7.06802325
2106,Pedurungan,460000000.0,2,42,95,110.47735690000002,-7.0176717
2110,Tugurejo,1550000000.0,4,100,150,110.35513130000001,-6.9680172
2112,Semarang,950000000.0,3,120,120,110.4229104,-6.9903987999999995
2113,Gajahmungkur,700000000.0,2,45,90,110.41821085,-7.016690199999998
2115,Tembalang,280000000.0,2,42,108,110.45952907126915,-7.04583375
2116,Tembalang,210000000.0,2,36,66,110.45952907126915,-7.04583375
2117,Tembalang,260000000.0,2,42,93,110.45952907126915,-7.04583375
2118,Puspowarno,2000000000.0,5,190,211,110.3950393,-6.9845692999999995
2120,Gajahmungkur,2000000000.0,3,150,95,110.41821085,-7.016690199999998
2122,Semarang,1800000000.0,4,220,96,110.4229104,-6.9903987999999995
2124,Semarang,525000000.0,2,90,92,110.4229104,-6.9903987999999995
2125,Semarang,950000000.0,4,120,120,110.4229104,-6.9903987999999995
2126,Tlogosari,495000000.0,2,60,118,110.4706497,-6.9874018
2127,Banyumanik,304500000.0,2,42,64,110.42012735052951,-7.06802325
2128,Pedurungan,460000000.0,2,42,95,110.47735690000002,-7.0176717
2130,Semarang,550000000.0,1,32,72,110.4229104,-6.9903987999999995
2133,Tugurejo,1550000000.0,4,100,150,110.35513130000001,-6.9680172
2136,Tembalang,600000000.0,3,70,128,110.45952907126915,-7.04583375
2138,Tembalang,1550000000.0,2,70,144,110.45952907126915,-7.04583375
2139,Semarang,1600000000.0,3,150,150,110.4229104,-6.9903987999999995
2140,Semarang,975000000.0,2,72,72,110.4229104,-6.9903987999999995
2141,Pleburan,4200000000.0,2,325,210,110.42420619999999,-6.9953307
2142,Jatingaleh,725000000.0,2,45,90,110.423676,-7.0255334000000005
2143,Ngaliyan,705000000.0,3,54,137,110.32811600554784,-6.99605755
2144,Gunungpati,800000000.0,3,45,165,110.3545706,-7.092623700000001
2145,Purwosari,1500000000.0,4,178,178,110.415306,-6.9694444
2146,Semarang,1800000000.0,4,147,147,110.4229104,-6.9903987999999995
2147,Manyaran,3000000000.0,6,300,157,110.3854405,-7.0027694
2150,Tembalang,460000000.0,2,38,67,110.45952907126915,-7.04583375
2155,Pedurungan,850000000.0,4,120,130,110.4738378,-7.0027211
2156,Manyaran,1070000000.0,3,69,72,110.3854405,-7.0027694
2159,Semarang,1750000000.0,4,240,240,110.4229104,-6.9903987999999995
2160,Ngemplak,1279100000.0,3,69,105,110.39130136522728,-7.0045617500000015
2161,Ngemplak,1527300000.0,4,96,128,110.39130136522728,-7.0045617500000015
2162,Meteseh,549527000.0,2,45,98,110.46683,-7.0627334
2164,Semarang,1428000000.0,2,70,120,110.4229104,-6.9903987999999995
2168,Semarang,2700000000.0,5,300,240,110.4229104,-6.9903987999999995
2170,Semarang,1500000000.0,3,120,220,110.4229104,-6.9903987999999995
2172,Semarang,2500000000.0,4,325,215,110.4229104,-6.9903987999999995
2173,Ngaliyan,800000000.0,2,60,120,110.32811600554784,-6.99605755
2175,Pedurungan,465000000.0,2,36,138,110.4826054,-7.008032400000001
2176,Pedurungan,550000000.0,2,60,121,110.47735690000002,-7.0176717
2177,Ngaliyan,747000000.0,3,54,128,110.32811600554784,-6.99605755
2178,Semarang,1350000000.0,3,200,128,110.4229104,-6.9903987999999995
2179,Pedurungan,899000000.0,3,71,105,110.4738378,-7.0027211
2180,Tembalang,1550000000.0,2,70,144,110.45952907126915,-7.04583375
2181,Semarang,1600000000.0,3,150,150,110.4229104,-6.9903987999999995
2182,Gayamsari,1250000000.0,3,120,160,110.44646192711384,-6.9777875
2183,Semarang,1650000000.0,3,120,170,110.4229104,-6.9903987999999995
2184,Semarang,650000000.0,3,120,120,110.4229104,-6.9903987999999995
2185,Rejosari,1800000000.0,3,120,180,110.4383227,-6.979735099999999
2186,Pedurungan,400000000.0,2,45,99,110.4826054,-7.008032400000001
2187,Lamper,1250000000.0,3,135,130,110.4389025,-7.0027312
2189,Manyaran,3700000000.0,5,144,222,110.3854405,-7.0027694
2190,Manyaran,2950000000.0,5,250,205,110.3854405,-7.0027694
2191,Genuk,335000000.0,2,36,72,110.47772717287395,-6.9655030500000015
2192,Tembalang,635000000.0,2,40,72,110.45952907126915,-7.04583375
2193,Manyaran,974700000.0,3,69,72,110.3854405,-7.0027694
2194,Tlogomulyo,875000000.0,4,160,112,110.48109050000001,-6.9942871
2195,Semarang,1625000000.0,3,150,175,110.4229104,-6.9903987999999995
2198,Manyaran,3300000000.0,6,300,160,110.3854405,-7.0027694
2199,Manyaran,1475000000.0,3,150,125,110.3854405,-7.0027694
2200,Manyaran,3300000000.0,6,300,160,110.3854405,-7.0027694
2201,Ngaliyan,1175000000.0,2,55,198,110.32811600554784,-6.99605755
2202,Tembalang,536000000.0,2,48,78,110.45952907126915,-7.04583375
2204,Banyumanik,269000000.0,2,35,60,110.42012735052951,-7.06802325
2210,Ngaliyan,800000000.0,3,110,115,110.32811600554784,-6.99605755
2211,Semarang,1750000000.0,4,240,240,110.4229104,-6.9903987999999995
2214,Gunungpati,800000000.0,3,45,165,110.3545706,-7.092623700000001
2215,Purwosari,1500000000.0,4,178,178,110.415306,-6.9694444
2216,Semarang,1800000000.0,4,147,147,110.4229104,-6.9903987999999995
2217,Manyaran,3000000000.0,6,300,157,110.3854405,-7.0027694
2221,Ngaliyan,750000000.0,2,36,115,110.32811600554784,-6.99605755
2222,Mangunsari,625000000.0,2,70,120,110.38070729999998,-7.085418300000001
2226,Semarang,2700000000.0,5,300,240,110.4229104,-6.9903987999999995
2227,Semarang,2500000000.0,4,325,215,110.4229104,-6.9903987999999995
2230,Tembalang,3556000000.0,5,273,220,110.45952907126915,-7.04583375
2232,Tembalang,620000000.0,2,60,90,110.45952907126915,-7.04583375
2233,Tembalang,725000000.0,2,100,117,110.45952907126915,-7.04583375
2235,Manyaran,1100000000.0,3,82,159,110.3854405,-7.0027694
2237,Tembalang,210000000.0,2,36,66,110.45952907126915,-7.04583375
2238,Tembalang,260000000.0,2,42,93,110.45952907126915,-7.04583375
2239,Puspowarno,2000000000.0,5,190,211,110.3950393,-6.9845692999999995
2240,Majapahit,440000000.0,2,45,78,110.4495412,-7.0027481
2241,Semarang,615000000.0,2,41,165,110.4229104,-6.9903987999999995
2244,Sambiroto,3000000000.0,5,270,230,110.45565500000001,-7.0324677
2248,Tlogosari,700000000.0,3,90,80,110.4706497,-6.9874018
2249,Jatingaleh,895000000.0,3,75,100,110.423676,-7.0255334000000005
2251,Tembalang,585000000.0,2,60,90,110.45952907126915,-7.04583375
2252,Banyumanik,299000000.0,2,36,72,110.42012735052951,-7.06802325
2254,Semarang,275000000.0,2,60,60,110.4229104,-6.9903987999999995
2256,Jangli,4321500000.0,5,194,225,110.43926040000001,-7.0304178
2258,Banyumanik,260000000.0,2,36,66,110.42012735052951,-7.06802325
2259,Ngaliyan,720000000.0,2,45,120,110.32811600554784,-6.99605755
2260,Meteseh,549527000.0,2,45,98,110.46683,-7.0627334
2262,Semarang,1428000000.0,2,70,120,110.4229104,-6.9903987999999995
2263,Ngaliyan,725000000.0,2,50,130,110.32811600554784,-6.99605755
2267,Tembalang,2950000000.0,3,200,140,110.45952907126915,-7.04583375
2268,Ngaliyan,975000000.0,2,130,210,110.32811600554784,-6.99605755
2269,Semarang,1200000000.0,2,70,120,110.4229104,-6.9903987999999995
2270,Semarang,925000000.0,3,100,120,110.4229104,-6.9903987999999995
2271,Ngaliyan,850000000.0,3,144,72,110.32811600554784,-6.99605755
2272,Ngaliyan,1300000000.0,3,130,192,110.32811600554784,-6.99605755
2274,Semarang,425000000.0,3,86,84,110.4229104,-6.9903987999999995
2275,Banyumanik,699000000.0,3,70,78,110.42012735052951,-7.06802325
2281,Pedurungan,800000000.0,2,70,150,110.4738378,-7.0027211
2282,Ngaliyan,2100000000.0,3,136,170,110.32811600554784,-6.99605755
2283,Semarang,350000000.0,2,36,86,110.4229104,-6.9903987999999995
2284,Semarang,360000000.0,2,40,120,110.4229104,-6.9903987999999995
2285,Pedurungan,505000000.0,2,55,90,110.4738378,-7.0027211
2286,Gayamsari,350000000.0,2,90,94,110.44646192711384,-6.9777875
2287,Puri,1500000000.0,3,150,180,110.38619879999999,-6.970017299999999
2288,Tembalang,1400000000.0,4,54,195,110.45952907126915,-7.04583375
2291,Ngaliyan,795000000.0,3,150,152,110.32811600554784,-6.99605755
2292,Tlogomulyo,570000000.0,2,50,124,110.48109050000001,-6.9942871
2293,Gayamsari,530000000.0,4,120,160,110.44646192711384,-6.9777875
2294,Candisari,2500000000.0,5,200,208,110.4308380541579,-7.01431585
2295,Semarang,1000000000.0,2,100,109,110.4229104,-6.9903987999999995
2296,Semarang,1000000000.0,2,100,109,110.4229104,-6.9903987999999995
2297,Semarang,2600000000.0,3,190,200,110.4229104,-6.9903987999999995
2298,Tembalang,1350000000.0,4,150,126,110.45952907126915,-7.04583375
2299,Tembalang,1170800000.0,2,69,81,110.45952907126915,-7.04583375
2300,Tembalang,2499000000.0,4,250,147,110.45952907126915,-7.04583375
2302,Semarang,750000000.0,2,105,105,110.4229104,-6.9903987999999995
2305,Banyumanik,1000000000.0,2,168,98,110.42012735052951,-7.06802325
2306,Tembalang,990000000.0,4,100,150,110.45952907126915,-7.04583375
2308,Gunungpati,275000000.0,2,36,120,110.3545706,-7.092623700000001
2309,Banyumanik,270000000.0,2,38,66,110.42012735052951,-7.06802325
2312,Gunungpati,360000000.0,2,36,120,110.3545706,-7.092623700000001
2313,Semarang,275000000.0,2,40,71,110.4229104,-6.9903987999999995
2314,Gunungpati,830000000.0,2,100,162,110.3545706,-7.092623700000001
2315,Gunungpati,400000000.0,4,110,110,110.3545706,-7.092623700000001
2316,Tlogosari,480000000.0,2,90,90,110.4595685,-6.9839788
2318,Semarang,700000000.0,3,120,120,110.4229104,-6.9903987999999995
2319,Semarang,1100000000.0,5,250,150,110.4229104,-6.9903987999999995
2320,Banyumanik,1500000000.0,2,75,184,110.42012735052951,-7.06802325
2321,Pedurungan,450000000.0,3,69,83,110.4738378,-7.0027211
2322,Semarang,380000000.0,2,40,120,110.4229104,-6.9903987999999995
2323,Banyumanik,425000000.0,2,36,102,110.42012735052951,-7.06802325
2324,Sambiroto,1500000000.0,3,90,179,110.45565500000001,-7.0324677
2325,Plombokan,1500000000.0,4,170,140,110.40974979999999,-6.9712842
2326,Tawang,725000000.0,2,120,120,110.3928981,-6.972591900000001
2327,Meteseh,384500000.0,2,45,80,110.46683,-7.0627334
2328,Sampangan,1200000000.0,7,220,220,110.391791,-7.011075099999999
2329,Sampangan,385000000.0,2,36,120,110.391791,-7.011075099999999
2334,Gunungpati,275000000.0,2,36,120,110.3545706,-7.092623700000001
2339,Krobokan,510000000.0,2,250,180,110.3983189,-6.976250299999999
2341,Gunungpati,360000000.0,2,36,120,110.3545706,-7.092623700000001
2342,Gunungpati,830000000.0,2,100,162,110.3545706,-7.092623700000001
2344,Gunungpati,400000000.0,4,110,110,110.3545706,-7.092623700000001
2345,Semarang,275000000.0,2,40,71,110.4229104,-6.9903987999999995
2347,Tembalang,635000000.0,2,38,132,110.45952907126915,-7.04583375
2349,Banyumanik,525000000.0,2,45,137,110.42012735052951,-7.06802325
2352,Semarang,825000000.0,2,65,93,110.4229104,-6.9903987999999995
2354,Plombokan,1900000000.0,4,238,144,110.40974979999999,-6.9712842
2355,Bangetayu,275000000.0,2,48,64,110.47184229999999,-6.974777799999999
2358,Semarang,875000000.0,3,80,100,110.4229104,-6.9903987999999995
2361,Semarang,800000000.0,4,238,138,110.4229104,-6.9903987999999995
2362,Miroto,1900000000.0,3,250,155,110.4185768,-6.9836572
2363,Semarang,9000000000.0,5,300,249,110.4229104,-6.9903987999999995
2365,Tambakharjo,975000000.0,2,57,108,110.3667517,-6.9804284
2366,Banyumanik,875000000.0,3,70,160,110.42012735052951,-7.06802325
2367,Semarang,750000000.0,2,100,130,110.4229104,-6.9903987999999995
2368,Tembalang,1350000000.0,4,150,126,110.45952907126915,-7.04583375
2369,Tembalang,1170800000.0,2,69,81,110.45952907126915,-7.04583375
2370,Tembalang,1400000000.0,4,54,195,110.45952907126915,-7.04583375
2371,Gayamsari,530000000.0,4,120,160,110.44646192711384,-6.9777875
2372,Candisari,2500000000.0,5,200,208,110.4308380541579,-7.01431585
2373,Semarang,650000000.0,3,100,105,110.4229104,-6.9903987999999995
2374,Semarang,7500000000.0,1,194,194,110.4229104,-6.9903987999999995
2375,Gayamsari,700000000.0,3,90,103,110.44646192711384,-6.9777875
2376,Pekunden,1300000000.0,3,92,92,110.4195953,-6.986975
2377,Semarang,750000000.0,3,80,123,110.4229104,-6.9903987999999995
2378,Tembalang,1136023000.0,3,69,72,110.45952907126915,-7.04583375
2379,Tembalang,2705630000.0,4,182,199,110.45952907126915,-7.04583375
2380,Tembalang,2499000000.0,4,250,147,110.45952907126915,-7.04583375
2383,Ngaliyan,2500000000.0,5,200,170,110.32811600554784,-6.99605755
2385,Ngaliyan,795000000.0,3,150,152,110.32811600554784,-6.99605755
2386,Tlogomulyo,570000000.0,2,50,124,110.48109050000001,-6.9942871
2389,Semarang,750000000.0,2,105,105,110.4229104,-6.9903987999999995
2392,Banyumanik,1000000000.0,2,168,98,110.42012735052951,-7.06802325
2394,Semarang,1500000000.0,4,167,167,110.4229104,-6.9903987999999995
2396,Pedurungan,1300000000.0,3,120,236,110.47735690000002,-7.0176717
2397,Semarang,1000000000.0,2,100,109,110.4229104,-6.9903987999999995
2398,Semarang,2600000000.0,3,190,200,110.4229104,-6.9903987999999995
2399,Semarang,1000000000.0,2,100,109,110.4229104,-6.9903987999999995
2400,Pedurungan,800000000.0,2,70,150,110.4738378,-7.0027211
2403,Semarang,875000000.0,4,117,128,110.4229104,-6.9903987999999995
2405,Candisari,1400000000.0,3,155,125,110.4308380541579,-7.01431585
2406,Candisari,2500000000.0,2,140,180,110.4308380541579,-7.01431585
2410,Semarang,2800000000.0,7,235,235,110.4229104,-6.9903987999999995
2411,Gabahan,4000000000.0,5,300,158,110.4257382,-6.9801982
2413,Purwosari,1100000000.0,5,140,140,110.415306,-6.9694444
2416,Semarang,575000000.0,3,70,104,110.4229104,-6.9903987999999995
2417,Gayamsari,850000000.0,3,120,135,110.44646192711384,-6.9777875
2418,Gayamsari,1540000000.0,3,114,164,110.44646192711384,-6.9777875
2419,Semarang,1600000000.0,4,180,150,110.4229104,-6.9903987999999995
2420,Semarang,1800000000.0,3,180,190,110.4229104,-6.9903987999999995
2424,Semarang,715000000.0,3,150,150,110.4229104,-6.9903987999999995
2425,Genuk,176000000.0,2,30,60,110.47772717287395,-6.9655030500000015
2426,Kalicari,850000000.0,3,86,112,110.45616740000001,-6.9947557
2427,Kalicari,800000000.0,4,185,216,110.45616740000001,-6.9947557
2429,Pedurungan,750000000.0,3,72,80,110.4738378,-7.0027211
2430,Pedurungan,575000000.0,3,60,100,110.4738378,-7.0027211
2431,Pedurungan,565000000.0,3,63,68,110.4738378,-7.0027211
2433,Tlogomulyo,399000000.0,2,36,114,110.48109050000001,-6.9942871
2434,Semarang,421000000.0,2,36,65,110.4229104,-6.9903987999999995
2435,Tlogomulyo,450000000.0,2,55,84,110.48109050000001,-6.9942871
2437,Banyumanik,325000000.0,2,36,72,110.42012735052951,-7.06802325
2438,Majapahit,415000000.0,2,50,84,110.4495412,-7.0027481
2439,Palebon,685000000.0,4,160,127,110.4658513,-7.0043041
2441,Banyumanik,675000000.0,3,70,137,110.42012735052951,-7.06802325
2442,Candi,850000000.0,2,80,105,110.42878359999999,-7.009822099999999
2443,Semarang,340000000.0,2,36,76,110.4229104,-6.9903987999999995
2444,Banyumanik,540000000.0,3,60,80,110.42012735052951,-7.06802325
2446,Semarang,750000000.0,3,176,200,110.4229104,-6.9903987999999995
2448,Banyumanik,360000000.0,2,40,81,110.42012735052951,-7.06802325
2450,Kedungmundu,750000000.0,4,200,200,110.46755300000001,-7.020575900000001
2451,Pedurungan,475000000.0,2,45,130,110.47735690000002,-7.0176717
2452,Tlogomulyo,340000000.0,2,40,83,110.48109050000001,-6.9942871
2453,Sendangmulyo,735000000.0,3,69,108,110.4749403,-7.0405218
2456,Majapahit,498000000.0,3,63,71,110.4495412,-7.0027481
2457,Pedurungan,410000000.0,3,107,107,110.4738378,-7.0027211
2458,Krapyak,800000000.0,5,200,145,110.37030459999998,-6.983488900000001
2459,Banyumanik,660000000.0,2,50,85,110.42012735052951,-7.06802325
2461,Rejosari,1300000000.0,5,300,147,110.4383227,-6.979735099999999
2462,Candisari,2250000000.0,3,280,208,110.4308380541579,-7.01431585
2463,Sampangan,875000000.0,3,90,90,110.391791,-7.011075099999999
2466,Semarang,775000000.0,5,130,120,110.4229104,-6.9903987999999995
2467,Gunungpati,370000000.0,2,36,120,110.3545706,-7.092623700000001
2468,Pekunden,4440000000.0,3,160,222,110.4195953,-6.986975
2469,Bulu,1400000000.0,6,119,119,110.4051301,-6.9727220999999995
2473,Tembalang,700000000.0,3,110,82,110.45952907126915,-7.04583375
2474,Pedurungan,498000000.0,3,63,69,110.4738378,-7.0027211
2476,Muktiharjo,350000000.0,3,84,84,110.45748710000001,-6.9617853
2477,Tembalang,350000000.0,3,100,51,110.45952907126915,-7.04583375
2478,Semarang,300000000.0,3,80,40,110.4229104,-6.9903987999999995
2479,Semarang,1300000000.0,2,100,144,110.4229104,-6.9903987999999995
2480,Pedurungan,675000000.0,2,87,87,110.4738378,-7.0027211
2481,Semarang,575000000.0,3,160,164,110.4229104,-6.9903987999999995
2482,Tembalang,675000000.0,3,65,100,110.45952907126915,-7.04583375
2483,Pedurungan,498000000.0,3,63,68,110.4826054,-7.008032400000001
2484,Semarang,650000000.0,3,68,106,110.4229104,-6.9903987999999995
2485,Pedurungan,850000000.0,3,190,130,110.4738378,-7.0027211
2492,Pedurungan,700000000.0,3,84,84,110.4738378,-7.0027211
2493,Gunungpati,375000000.0,2,72,72,110.3545706,-7.092623700000001
2495,Sambiroto,1000000000.0,4,70,120,110.45565500000001,-7.0324677
2496,Semarang,575000000.0,2,50,130,110.4229104,-6.9903987999999995
2497,Sambiroto,679000000.0,2,42,72,110.45565500000001,-7.0324677
2498,Jatingaleh,780000000.0,2,45,101,110.423676,-7.0255334000000005
2499,Semarang,385000000.0,2,45,72,110.4229104,-6.9903987999999995
2500,Semarang,719000000.0,2,45,120,110.4229104,-6.9903987999999995
2502,Manyaran,1000000000.0,3,100,72,110.3854405,-7.0027694
2505,Semarang,675000000.0,2,45,90,110.4229104,-6.9903987999999995
2509,Tembalang,700000000.0,3,100,180,110.45952907126915,-7.04583375
2511,Kembangarum,1500000000.0,3,150,114,110.3743815,-6.9959484
2512,Papandayan,1700000000.0,4,300,138,110.4042196,-7.012032799999999
2513,Gayamsari,750000000.0,2,55,107,110.44646192711384,-6.9777875
2514,Karangayu,1850000000.0,4,220,216,110.39480390000001,-6.979164
2515,Banyumanik,525000000.0,2,30,60,110.42012735052951,-7.06802325
2516,Jatingaleh,555440000.0,2,45,66,110.423676,-7.0255334000000005
2518,Kedungmundu,650000000.0,3,118,102,110.46755300000001,-7.020575900000001
2524,Tembalang,230000000.0,2,42,74,110.45952907126915,-7.04583375
2526,Tembalang,1200000000.0,4,90,135,110.45952907126915,-7.04583375
2527,Pedurungan,1200000000.0,3,150,192,110.4826054,-7.008032400000001
2530,Tembalang,850000000.0,3,98,74,110.45952907126915,-7.04583375
2531,Semarang,600000000.0,2,133,133,110.4229104,-6.9903987999999995
2534,Manyaran,560000000.0,2,45,140,110.3854405,-7.0027694
2535,Bulu,1400000000.0,6,119,119,110.4051301,-6.9727220999999995
2536,Majapahit,675000000.0,2,36,90,110.4495412,-7.0027481
2537,Jatingaleh,985000000.0,3,100,101,110.423676,-7.0255334000000005
2538,Jatingaleh,610000000.0,2,45,77,110.423676,-7.0255334000000005
2539,Tembalang,270000000.0,2,36,60,110.45952907126915,-7.04583375
2542,Banyumanik,375000000.0,2,36,81,110.42012735052951,-7.06802325
2546,Gajahmungkur,3200000000.0,3,210,187,110.41821085,-7.016690199999998
2547,Ngaliyan,900000000.0,6,213,2,110.32811600554784,-6.99605755
2548,Ngaliyan,1000000000.0,3,120,186,110.32811600554784,-6.99605755
2549,Semarang,350000000.0,2,36,72,110.4229104,-6.9903987999999995
2550,Majapahit,715000000.0,3,60,134,110.4495412,-7.0027481
2551,Majapahit,643000000.0,3,60,96,110.4495412,-7.0027481
2552,Gunungpati,1100000000.0,3,96,96,110.3545706,-7.092623700000001
2553,Banyumanik,2000000000.0,4,200,227,110.42012735052951,-7.06802325
2554,Tembalang,700000000.0,2,70,90,110.45952907126915,-7.04583375
2555,Sambiroto,3000000000.0,7,270,230,110.45565500000001,-7.0324677
2556,Ngaliyan,550000000.0,2,50,88,110.32811600554784,-6.99605755
2557,Ngaliyan,1450000000.0,4,130,120,110.32811600554784,-6.99605755
2558,Ngaliyan,525000000.0,3,90,120,110.32811600554784,-6.99605755
2559,Ngaliyan,645000000.0,3,54,128,110.32811600554784,-6.99605755
2560,Ngaliyan,3500000000.0,4,190,240,110.32811600554784,-6.99605755
2562,Jatingaleh,985000000.0,3,100,101,110.423676,-7.0255334000000005
2564,Banyumanik,375000000.0,2,36,81,110.42012735052951,-7.06802325
2568,Gajahmungkur,3200000000.0,3,210,187,110.41821085,-7.016690199999998
2570,Cabean,3300000000.0,3,244,244,110.39897739999999,-6.9824107
2572,Tembalang,270000000.0,2,36,60,110.45952907126915,-7.04583375
2573,Semarang,775000000.0,5,130,120,110.4229104,-6.9903987999999995
2574,Semarang,990000000.0,3,69,72,110.4229104,-6.9903987999999995
2575,Semarang,725000000.0,3,120,120,110.4229104,-6.9903987999999995
2576,Semarang,700000000.0,2,45,45,110.4229104,-6.9903987999999995
2579,Tembalang,850000000.0,3,98,74,110.45952907126915,-7.04583375
2580,Kemijen,800000000.0,3,85,126,110.43640359999999,-6.9571239
2584,Pedurungan,378000000.0,2,36,93,110.4826054,-7.008032400000001
2585,Bulu,1400000000.0,6,119,119,110.4051301,-6.9727220999999995
2586,Jatingaleh,610000000.0,2,45,77,110.423676,-7.0255334000000005
2587,Pedurungan,485000000.0,3,80,118,110.4738378,-7.0027211
2589,Semarang,600000000.0,2,133,133,110.4229104,-6.9903987999999995
2590,Manyaran,560000000.0,2,45,140,110.3854405,-7.0027694
2591,Majapahit,675000000.0,2,36,90,110.4495412,-7.0027481
2619,Peterongan,450000000.0,2,70,84,110.4349163,-7.0001254
2620,Pedurungan,700000000.0,4,168,168,110.47735690000002,-7.0176717
2625,Pedurungan,970000000.0,3,90,136,110.4826054,-7.008032400000001
2627,Manyaran,1491200000.0,4,115,96,110.3854405,-7.0027694
2631,Ngaliyan,1250000000.0,5,150,150,110.32811600554784,-6.99605755
2633,Miroto,725000000.0,4,96,96,110.4185768,-6.9836572
2634,Miroto,1750000000.0,3,90,118,110.4185768,-6.9836572
2636,Sampangan,395000000.0,2,36,104,110.391791,-7.011075099999999
2638,Panggung,1100000000.0,3,120,120,110.4050445,-6.958015299999999
2639,Panggung,1000000000.0,3,120,120,110.4050445,-6.958015299999999
2641,Pedurungan,775000000.0,3,120,144,110.47735690000002,-7.0176717
2643,Kembangarum,900000000.0,3,120,150,110.3743815,-6.9959484
2644,Krapyak,990000000.0,3,100,108,110.37030459999998,-6.983488900000001
2645,Tembalang,196000000.0,2,32,75,110.45952907126915,-7.04583375
2646,Genuk,295000000.0,2,36,70,110.47772717287395,-6.9655030500000015
2648,Lamper,900000000.0,4,120,156,110.4389025,-7.0027312
2649,Gajahmungkur,1200000000.0,3,170,236,110.41821085,-7.016690199999998
2650,Candisari,780000000.0,7,182,182,110.4308380541579,-7.01431585
2651,Tembalang,1500000000.0,3,120,90,110.45952907126915,-7.04583375
2654,Tlogomulyo,360000000.0,3,55,81,110.48109050000001,-6.9942871
2661,Manyaran,850000000.0,2,80,105,110.3854405,-7.0027694
2663,Manyaran,2500000000.0,5,300,180,110.3854405,-7.0027694
2665,Tembalang,1188400000.0,3,76,128,110.45952907126915,-7.04583375
2668,Wonodri,1700000000.0,4,269,148,110.4297818,-6.999397900000001
2669,Tembalang,806000000.0,2,40,90,110.45952907126915,-7.04583375
2670,Tembalang,875000000.0,3,70,144,110.45952907126915,-7.04583375
2671,Candisari,975000000.0,3,190,205,110.4308380541579,-7.01431585
2673,Puri,1500000000.0,5,190,240,110.38619879999999,-6.970017299999999
2675,Tembalang,490000000.0,2,50,72,110.45952907126915,-7.04583375
2676,Papandayan,890000000.0,3,128,128,110.4042196,-7.012032799999999
2677,Ngaliyan,435000000.0,2,38,120,110.32811600554784,-6.99605755
2678,Puri,650000000.0,3,100,123,110.38619879999999,-6.970017299999999
2679,Tembalang,1734700000.0,3,90,105,110.45952907126915,-7.04583375
2680,Gunungpati,600000000.0,4,135,207,110.3545706,-7.092623700000001
2681,Candisari,295000000.0,2,36,67,110.4308380541579,-7.01431585
2682,Banyumanik,750000000.0,3,80,156,110.42012735052951,-7.06802325
2683,Pudakpayung,350000000.0,2,42,72,110.4096871,-7.094523
2684,Tembalang,525000000.0,4,100,120,110.45952907126915,-7.04583375
2685,Manyaran,550000000.0,2,45,94,110.3854405,-7.0027694
2686,Semarang,599000000.0,3,150,78,110.4229104,-6.9903987999999995
2687,Tembalang,420000000.0,3,80,99,110.45952907126915,-7.04583375
2688,Pedurungan,395260000.0,2,65,90,110.4738378,-7.0027211
2690,Sambiroto,1095000000.0,4,280,150,110.45565500000001,-7.0324677
2691,Tembalang,550000000.0,4,128,128,110.45952907126915,-7.04583375
2692,Kedungmundu,435000000.0,3,48,78,110.46755300000001,-7.020575900000001
2693,Banyumanik,875000000.0,4,160,90,110.42012735052951,-7.06802325
2694,Tembalang,950000000.0,3,90,90,110.45952907126915,-7.04583375
2695,Pedurungan,501000000.0,2,48,113,110.4738378,-7.0027211
2696,Majapahit,498000000.0,3,63,71,110.4495412,-7.0027481
2697,Pedurungan,410000000.0,3,107,107,110.4738378,-7.0027211
